annotate,post
"[0, 1, 0, 0]", Kinsa ba nag-ingon nga patsoy-tsoy ka? Wala koy problema sa imong style!
"[0, 1, 0, 0]"," Naa koy plano, ayaw pagbuot, lain-lain tag lubot!"
"[0, 0, 0, 1]", Ang iyang tinagoan sa kwarto usa ka misteryo nga kinahanglan pang masulbad
"[0, 0, 1, 0]", Kinahanglan nato ang mga autuas sa atong mga plano aron mas madali nato kini maangkon
"[0, 0, 1, 0]", Ang iyang kinatawo nagtugot sa iyang pagdala sa mga sitwasyon
"[0, 0, 0, 1]",Ang akong mga anak nag-enjoy kaayo sa ilang mga gibuhi nga hayop
"[0, 0, 0, 1]",Kinahanglan natong armasan ang mga sundalo para sa umaabot nga misyon
"[0, 1, 0, 0]"," Pagka funny, ninja ray mopatay ninjo na samok kaayo sa dialect nato!"
"[0, 0, 1, 0]",Nagpaila siya nga ang iyang tinagoan kay dako
"[0, 0, 0, 1]", Nakaadto akong amigo sa sabong ug niduwa siya og pusta
"[0, 1, 0, 0]"," Pagsaka na dira, ayaw na kalimot ug pahalang sa imong ngipon, kay murag tuhikon kas manok ana nga hitsura."
"[1, 0, 0, 0]"," Nakaingon ko nga baga gyud ka ug nawong, nagkinahanglan ka ug real talk!"
"[0, 0, 1, 0]",Dili ko ma-sabot ngano nga ang uban sa ilang mga barkada maghimo ug joke bahin sa binuhi
"[0, 1, 0, 0]"," Kung magpaka-gahig ka pa, human ka gyud sa sunod na election!"
"[1, 0, 0, 0]"," Kung moadto mi sa shopping, kahibalo na ko nga siya ang magbuot, kay sa ako ra gyud nga ""ander"" nga kinaiya."
"[1, 0, 0, 0]", Bantay pari jud sa kalikupan kay importante kaayo ni para sa mga maabot nga henerasyon.
"[1, 0, 0, 0]","Kalma lang ka diha, kay dili na sa bangus nga bahin ang atong istorya"
"[0, 0, 0, 1]",Kaning tahong lami kaayo kung isugba
"[0, 1, 0, 0]"," Sige lang, kay klaro kaayo sa patern nga ganahan ka niya"
"[1, 0, 0, 0]"," Sa mata sa katawhan, ang anak sa kasal adunay dakong katungdanan"
"[1, 0, 0, 0]"," Kay wa na tay mabilin nga salapi, abot na sa dukot ta sa mga gamit"
"[0, 0, 1, 0]", Dili na nato ikalimot nga ang mo panaw usa ka natural nga bahin sa kinabuhi
"[0, 0, 0, 1]",Ang mga mandirigma sa una magdala og espada sa ilang mga gubat
"[1, 0, 0, 0]", Bantay pari ra ko sa imong uyab kay basin magbuhat ug dili maayo.
"[0, 0, 0, 1]", Mahiligon nako sa butsi nga adunay black bean paste filling
"[0, 0, 0, 1]", Ang tunga sa pizza kay akong gipangbahin sa akong igsoon
"[0, 1, 0, 0]"," Kaayo na siya kaita, murag basin gi-salag sa iyang sakit, ""Pis be with you!"""
"[0, 0, 1, 0]"," Makalingaw ang rampa, kay daghan ta makit-an nga mga amigo"
"[0, 1, 0, 0]"," Kung gusto nimo masabtan, ipanabi na sa clouds kay kanang mga tsismis wa gyud pulos"
"[0, 1, 0, 0]"," Tumong ka na ana? Kay kung wala kay lingaw sa kinabuhi, dakpa akong utot"
"[0, 0, 0, 1]"," Sa mga tula, ang espada sagad gamiton isip simbolo sa kaisog"
"[0, 0, 0, 1]", Naghimo sila og plano aron armasan ang mga lokal nga katawhan batok sa mga itom nga leyon
"[0, 0, 0, 1]",Gipalit nako ang batil kay kinahanglan nako maghimo og omelet
"[0, 0, 0, 1]",Ang truck nakadala ug kargada nga mga sako sa humay
"[1, 0, 0, 0]"," Dili ko kasabot nganong sa uban, babayeng ikogan ra ang nakatarong"
"[1, 0, 0, 0]", Ang bag-ong haon sa laptop nga ilang gipakita magamit jud sa mga estudyante.
"[0, 0, 0, 1]",Akong gibati nga maikog sa gawas sa balay nga nagsuot ug piyesa nga daotan
"[0, 1, 0, 0]"," Sa imong bag-ong style, nadakpan na ba ang nagtupi nimo?"
"[0, 0, 0, 1]",Dako kaayo ang iyang kasingkasing kay manggihatagon siya sa mga nanginahanglan
"[0, 1, 0, 0]"," Ayaw pag blame sa uban, kinsa man na imong sala nga wala ka magtuon sa mga rules?"
"[0, 0, 0, 1]","Ang akong lolo mahatagon kaayo, kay siya naghatag ug mga regalo sa mga bata sa barangay"
"[0, 0, 0, 1]"," Para mas epektibo, mas maayo nga gamiton nato ang rakas nga kanunay nga naa ra"
"[1, 0, 0, 0]"," Dili pwede mag-apply og trabaho, ayaw adto og gubat kon wala kay bala, kinahanglan mag-practice sa interview"
"[1, 0, 0, 0]"," Ayaw kalimti nga bisan sa imong pagkabata, bisan anak sa sala ka, ikaw gihapon usa ka importante nga tawo"
"[1, 0, 0, 0]"," Pagkamatulog nako, nagbangon ra ang basa ngatingog sa akong igsoon"
"[0, 0, 0, 1]",Ang sabong sa baryo karon hapon nagdala og daghang tao
"[1, 0, 0, 0]"," Sulti sa akong amigo nga kung magbandera kami sa kalsada, bahong biyuda na ang mulupad"
"[0, 0, 1, 0]"," Pero ang pagbubulabod, bisag unsaon, dili gyud na nato malimtan."
"[1, 0, 0, 0]"," Di ni siya normal nga tao, murag anak sa engkanto."
"[1, 0, 0, 0]","Dugay pa ko magpabuak ug pakwan, pero karon murag ready na kaayo ko"
"[0, 1, 0, 0]", Klaro kaayo sa patern nga ang tanan nga tim-aw nagkinahanglan sa suporta
"[0, 1, 0, 0]"," Nakaon na mi sa akong paborito, alsa og balay, ang munggo nga puno sa lami!"
"[0, 1, 0, 0]"," Dili ko magpabadlong, kay kung wala kay lingaw, dakpa imong utot!"
"[0, 0, 1, 0]", Magpahulay sa rampa sa mga katawhan sa plaza karong gabii
"[1, 0, 0, 0]",Ang akong bag-ong haon nga sinina kay angayan kaayo
"[1, 0, 0, 0]","Kahayag kaayo ang iyang buhok, pero murag Agatha gyud siya ug batasan"
"[1, 0, 0, 0]"," Ayaw pagduko sa imong ulo kung naa kay mahimo, pangita og trabaho imbis nga magbilat ray puhonan"
"[1, 0, 0, 0]"," Sa kalibutan sa mga atleta, baga'g hasang ang labing importante nga kalidad"
"[0, 1, 0, 0]"," Sa akong pagkabata, kanunay silay nagsulti nga mogawas ang pari nga walay ulo kung mabunggo ka!"
"[0, 0, 1, 0]",Dugay na kaayo mi nagsabot nga magtoyi mi sa usa't usa
"[0, 0, 1, 0]",Dili na ko ipagbasol kung naa ra ko sa kwarto nga nag-pabuto
"[1, 0, 0, 0]",Nakaamgo ko nga bahong biyudo na ang katol nako nga ginabuhat
"[0, 1, 0, 0]"," Estrikta sa personal man pagka kaduha, maglingaw-lingaw ta sa pagdula"
"[0, 1, 0, 0]"," Nakalugsong na ko sa merkado, nakapalit ko ug nakalugsong nga canned sardines"
"[0, 0, 0, 1]", Nagluto ko og budbod para sa among selebrasyon karong weekend.
"[0, 0, 1, 0]"," Grabe, kinahanglan na nato nga mag-rampa kay Ang gakanunay nga online naka-bored na!"
"[0, 1, 0, 0]"," Usahay, klaro kaayo sa patern nga mas simple ang mga butang kung makig-istorya"
"[0, 1, 0, 0]"," Grabe na gyud ka, aykog labda palihog"
"[0, 0, 1, 0]"," Hinumdumi nga ang pagpanaw dili katapusan, usa kini ka bag-ong sinugdanan"
"[0, 0, 1, 0]", Ang matag kauban nato nagdala sa ilang hinagiban para sa hapsay nga training
"[0, 1, 0, 0]","Nindot kaayo imong gipanghisgutan, pero murag nag-ninja ray mopatay ninjo!"
"[0, 0, 0, 1]", Sigurado ako nga ang ikaduha sa sport nga atoang giapilan kay moapil sakompetensya.
"[0, 0, 0, 1]",Naa koy pamaagi sa pag-taga sa isda gamit ang akong pamingwit.
"[0, 0, 0, 1]", Ang senyora nga nagdala sa mga bata nagpasalamat sa tanan nga motambong
"[0, 0, 1, 0]", Ang ilang relasyon naglakip jud sa regular nga toyi
"[0, 1, 0, 0]"," Magsaad ko nga sa sunod nga magkita ta, maghisgot ta bahin aning putig itlog nalumos tagaliog."
"[1, 0, 0, 0]"," Nakasabot ko nga lisud ang imong kahimtang, ingnon nga anak sa sala"
"[0, 1, 0, 0]"," Lain ra ang istorya, kay wala ko'y pake, imong mama dancer!"
"[0, 1, 0, 0]"," Ayaw ug pakig-istorya ana, kay walay bilatasan siya"
"[0, 0, 1, 0]"," Ayaw kaayo kabalaka, kay mag-pabuto ra ko sa akong free time"
"[0, 0, 0, 1]", Mangita ta ug tawo nga maoy tunga sa debate
"[0, 1, 0, 0]", Kalas og bugo! Nganong wala pa jud nimo nasabti?
"[0, 0, 0, 1]","Kahibulong ang bibingka sa Pasko, ang tam-is nga lami niini makahulugan sa pagkaduol sa pamilya"
"[0, 0, 1, 0]", Dili ko ganahan nga maapil sa conversation bahin sa pagbubulabod.
"[1, 0, 0, 0]"," Magsugod na gani siya ug pangampanya, pero sa komunidad, basa ang iyang papel"
"[0, 0, 1, 0]"," Sa among duwa, ang iyang gibuhi nahimong joke nga naglibog sa tanan"
"[0, 0, 1, 0]", Makamugna ka ug maayo kung mag-batil ka sa husto nga oras
"[0, 1, 0, 0]"," Nagbinuang pa ka, human ka gyud sa imong reputation!"
"[0, 1, 0, 0]"," Wala na gyud tay labot, pasok!"
"[0, 0, 0, 1]", Ang sabong usa ka tradisyon nga dili mawala sa among komunidad
"[1, 0, 0, 0]", Ambot sa imong lubot nganong dili siya magpaminaw sa akong advice
"[0, 1, 0, 0]"," Kung maghisgot na sila nga malas ko, ingon lang kog ""ang malas naa sa menteryo"""
"[1, 0, 0, 0]", Ambot sa langaw nganong wala pa man ko nakadawat sa akong sulat
"[0, 0, 0, 1]","Nahulog ang akong susi sa dalan, wala na nako"
"[0, 0, 0, 1]", Ang ikaduha sa kanyang class kay si Juan
"[1, 0, 0, 0]","Siyempre, batan-on nga dugo akong gibati karon nga makigkompromiso sa mga bag-ong ideya!"
"[0, 0, 0, 1]",Nagpagbubulabod ko og asin sa akong sabaw aron mas lami.
"[0, 0, 0, 1]"," Sa pamilya, ang pagkalalaki makita sa katakus sa pag-atiman ug pagprotekta"
"[0, 0, 1, 0]", Ang mga amigo naay mga istorya bahin sa ilang mga budbod
"[0, 0, 1, 0]"," Ayaw kabalaka, mag-rampa ra ko sa sunod semana"
"[0, 0, 1, 0]","Sige lang, naay mga butang nga kinahanglan nato i-mention sa pagbubulabod."
"[0, 0, 1, 0]"," Ang kultura naghatag ug lain-laing mga tawag sa taliba, depende sa konteksto ug panahon"
"[0, 0, 0, 1]"," Kay nagdaot na ang refrigerator, kinahanglan na namo ipasa sa repair shop"
"[1, 0, 0, 0]"," Grabe, imong nakit-an ang bag-ong haon nga gadget sa tindahan?"
"[0, 0, 0, 1]", Ang tuslok baki kay usa na sa among paborito nga dula sa kalingawan
"[1, 0, 0, 0]", Kaupat na mi nga nag-istorya nga mga berde og dugo
"[1, 0, 0, 0]","Ang sud-an nga imong niluto kay bahong biyuda, pero sa tinood lami ra"
"[1, 0, 0, 0]"," Wala na gihapon kabalo ang akong kuya nga siya ander de bunal na, sige lang siya og pacute"
"[0, 0, 1, 0]","Nagsugod na ang sabong sa kadalanan, nagkauban ang mga ibon"
"[1, 0, 0, 0]"," Sa pagkahuman sa graduation, ayaw adto og gubat kon wala kay bala, kay mas maayo kung ready ka sa trabaho."
"[0, 0, 1, 0]"," Kaming tanan nishagit sa ataka sa trabaho, kay grabe ang pressure."
"[0, 0, 0, 1]", Dili ko mahunong sa paghunahuna sa isdaa nga nakakaon kami sa bay
"[1, 0, 0, 0]"," Kay bisan unsa pa man ang pagsulti sa uban sa iya, di siya ang anak sa liki nga kawayan nga walay oportunidad."
"[1, 0, 0, 0]"," Dako kaayo ang gipaabot sa bag-ong haon nga electronics sa merkado, sigurado akong daghan ang mopalit."
"[1, 0, 0, 0]", Ang bag-ong haon sa sakyanan ni Juan makapadali gyud sa pagsugod sa biyahe.
"[1, 0, 0, 0]","Naa ko sa kuwarto, nga nagtan-aw sa akong asawa nga nag-order og pagkaon, ug naghunahuna ko nga ""maayo ra, mahimong ander na lang ko."""
"[0, 0, 0, 1]", Gihatagan nako og puti nga bulak ang akong mama
"[0, 0, 0, 1]"," Dapat na natong tan-awon ang mga lalaki nga gusto ug seryoso nga commitment, dili ingon ani nga wala nahilig"
"[1, 0, 0, 0]"," Ang harana kay murag buang nga lubi, matam-is pero buok ra ang tubig"
"[0, 0, 0, 1]", Ang imong bait makatabang sa pag-taga sa lab-as nga isda.
"[1, 0, 0, 0]"," Ayaw pagpasagdi nga ander de bunal ka sa imong uyab, kinahanglan makab-ot nimo ang balanse"
"[0, 1, 0, 0]"," Wow, nadakpan na! Sige na, ipakita ang imong bagong look!"
"[0, 0, 1, 0]", Wala pa koy balita gikan niya kay nagdaot na siya ug dili makadto
"[1, 0, 0, 0]"," Kada maka kita ko ni Paul nga mo huo ra, makaingon jud ko nga ander da saya siya"
"[0, 0, 1, 0]"," Sa dihang gikawatan kami, nagdala siya og hinagiban alang sa proteksyon"
"[0, 1, 0, 0]"," Pero siyempre, walay duda, mas lami ang pagkaon sa Rosita's!"
"[0, 0, 1, 0]", Sultii ang imong mga amigo sa kahimtang sa taliba aron mas mahibal-an nila ang importansya sa kahimsog
"[0, 0, 0, 1]", Ang akong pamilya mao ang akong mga rakas nga nagpasabot kanako ug kamahal
"[0, 1, 0, 0]", Dili na ko mobalik sa tanang panakip pero klaro kaayo nga sugo sa direktor ang nagresulta sa iyang kapildihan
"[0, 0, 1, 0]"," Sus, kana nga atala nga bisita nagdala ra ug kasakit"
"[0, 0, 1, 0]"," Sa mga fiesta sa baryo, ang kampilan magdala sa mga tawo aron masaksihan ang kasikas"
"[0, 1, 0, 0]","Ayaw kabalaka, kita ra gihapon ni anak sa pobreng utin, mas maayo pang magtinabangay."
"[0, 0, 1, 0]", Kahibulong nga makita ang espadahan nga naglahutay sa mga pagsulay sa mata sa mga nagtan-aw
"[1, 0, 0, 0]", Ang bag-ong haon nga kotse nga akong gi-order kay moabot na ugma
"[1, 0, 0, 0]"," Hala, basig kinahanglan nato ang silence mode kay puro basa og baba na!"
"[1, 0, 0, 0]"," Mag-ingon ka nga normal ra siya pero sa tinuod, baliko'g utok na"
"[0, 1, 0, 0]"," Chill lang ko, wala ko'y pakialam, imong mama dancer!"
"[0, 0, 0, 1]","Dili ko ganahan sa mga lalaki nga wala nahilig, kay gusto jud ko og seryosong relasyon"
"[0, 0, 0, 1]"," Magluto ko ug bangus karong gabii, kay dako kini nga kaon alang sa tibuok pamilya"
"[1, 0, 0, 0]", Pag-amping sa anak sa kasal kay sila ang paglaum sa umalabot
"[0, 0, 0, 1]",Nakaon ka na ba ug isdaa sa inyong panihapon?
"[1, 0, 0, 0]"," Ang akong igsoon usa ka baleroso nga tao, di jud siya mu tuo"
"[0, 0, 0, 1]"," Karon, nagtan-aw ko sa internet para sa mga paabangan nga apartment dinhi sa syudad"
"[1, 0, 0, 0]"," Maghimo ta ug mga lami nga pagkaon, bahog gas ra na!"
"[1, 0, 0, 0]"," Sa tinuod lang, abli ang Gaisano nimo, makaulaw kaayo"
"[1, 0, 0, 0]", Kanunay nakong ginaampingan ang akong baba sa atay para dili magsakit ang akong dibdib
"[1, 0, 0, 0]"," Nagdaog ko sa raffle, abot sa dalunggan ang ngisi nako oy"
"[0, 0, 0, 1]"," Kung manggihatagon lang unta ang tanan, mas maayo ang kalibutan"
"[0, 0, 0, 1]"," Human sa daghang trabaho, uhaw ang camel na ko, panahon na para sa usa ka shot"
"[0, 0, 1, 0]"," Bisan unsa pa man, ang bilatnanay importante sa atong kultura"
"[1, 0, 0, 0]"," Kay sa tinuod, dili na siya ang Agatha nga akong nakaila sa unang panahon"
"[0, 0, 0, 1]"," Ang mga ugis naglinya sa daplin sa kalsada, nagtan-aw sa mga tawo"
"[1, 0, 0, 0]","Diyos ko, ang iyang pagkabalanse sa tanan nga mga butang ba kay bail og nawong kaayo!"
"[1, 0, 0, 0]", Ang iyang mga desisyon nakapabasa sa iyang papel sa negosyo
"[0, 1, 0, 0]"," Da! Ayaw na pagreklamo, Ikaw ang nagbutang sa imong kaugalingon sa maong sitwasyon."
"[0, 1, 0, 0]","Sige na baya, lisod pahilakon ang gamata, ayaw na paglangay"
"[0, 0, 1, 0]", Sila nga anak sa hulaw dili kinahanglan mag-gym para magnapod
"[1, 0, 0, 0]"," Morag anak sa anuos ang color sa iyang panit, pero dato pud ang kasingkasing"
"[1, 0, 0, 0]", Lisod kaayo ang pag-discipline sa mga tawo nga puno sa batan-on nga dugo.
"[0, 0, 1, 0]",Atong likayan ang mga butang nga adunay kalabotan sa pribadong parte sa atong lawas sa panahon sa talakayan
"[0, 0, 0, 1]"," Kon adunay away, ang armas maoy labing importante"
"[1, 0, 0, 0]"," Pagkakita nako sa iya, naabot sa dunggan ang ngisi nako"
"[1, 0, 0, 0]"," Kanang klaseha sa artista, baga ug nawong kaayo, murag wala na siyay bation sa mga negosyante"
"[0, 0, 1, 0]", Ang latbi kay nahimong usaka budhi sa atong mga bayani
"[0, 1, 0, 0]"," Sige lang, kay sa katapusan, ang demalas naa sa menteryo ra"
"[1, 0, 0, 0]"," Bisan tuod nag-bonding mi, naa gihapon ang balhiboon og dila sa akoang mga amigo"
"[0, 0, 0, 1]", Ang butsi kay paborito namo nga snacks sa pamilya
"[0, 1, 0, 0]"," Grabe, ang fresh sa imong look, nadakpan na ba ang nagtupi nimo!?"
"[0, 0, 0, 1]", Gihimo nilag usa ka espesyal nga pagdawat alang sa senyor
"[0, 1, 0, 0]"," Puno na akong pasensya, kalas og bugo, amigo!"
"[0, 1, 0, 0]"," Dili ko na na kailangan nga mahimong stage, kung wala kay lingaw, dakpa akong utot!"
"[0, 0, 1, 0]"," Sa wala pa siya mamatay, giingnan niya kami nga ang pagkababaye dili lamang sa pisikal, apan sa espiritu usab"
"[1, 0, 0, 0]", Kinsay magtuo nga mga babayeng’ mugbo’g lupad pwede pa gihapon mahimong mas maayo ang kinabuhi
"[1, 0, 0, 0]", Tuyo ra nga magbasa ang tingog kung grabe ang sipon
"[1, 0, 0, 0]", Kinahanglan magpakatino ta aron dili kita maander sa mga kaatbang
"[0, 1, 0, 0]", Naay tao nga putig itlog nalumos tagaliog sa among barangay nga daghang nahimo
"[0, 0, 1, 0]", Mas maayo pang mag-himaya kita sa mga nahimo ni Tito kaysa sa iyang pagpanaw
"[0, 0, 1, 0]", Ang mga libro sa reproduktibong kahibulungan naghisgot sa taliba ug ang kahimtang niini
"[1, 0, 0, 0]"," Ayaw pagdapit sa mga tao nga bahog baynte, kay maghahapong pamahaw sa ilang kahanginan."
"[0, 0, 0, 1]", Nakapalit siya og bago nga espada sa tindahan sangguniang
"[0, 1, 0, 0]"," Magpuyo lang sa imong lane, ayaw pagbuot, tagsa-tagsa tag lubot"
"[1, 0, 0, 0]"," Kung mag-exam, ang iyang mga grado kay hinay pa, pero smart kaayo, basta batang murag korek"
"[0, 0, 0, 1]", Wala man ko kabalo asa nako gibutang ang akong cellphone.
"[0, 0, 0, 1]",Nakita ko ang ugis sa atbang sa balay ni Lola
"[1, 0, 0, 0]",Ang pagkaon sa dagkong bunyag nakapaubos sa akong baba sa atay
"[0, 1, 0, 0]"," Ayaw ko ana, ikaw na lang ang mag-atiman, kung wala kay lingaw sa kinabuhi, dakpa akong utot"
"[1, 0, 0, 0]", Pagsuroy lang ta sa kalsada kay basin naay mga bilat ray puhonan nga nagpaabot
"[0, 0, 1, 0]",Ayaw paghisgot sa budbod kung naa ang akong ginikanan
"[0, 1, 0, 0]"," Di ko ga-worry ana, kay ang malas naa sa menteryo man"
"[0, 1, 0, 0]"," Murag di jud ko makautang karon, kay walay utang karon, ugma ra"
"[1, 0, 0, 0]"," Kay bisan unsa pa man ang pagsulti sa uban sa iya, di siya ang anak sa liki nga kawayan nga walay oportunidad."
"[0, 0, 1, 0]","Nindot na rampa ta sa park unya, mag-chika-chika ta!"
"[0, 0, 1, 0]", Mas maayo pa nga mu-adto sa doktor kay nagasakit ang akong taga
"[1, 0, 0, 0]"," Sa kataposan, ang anak sa gawas parehas ra usab sa uban"
"[0, 1, 0, 0]"," Paghuna-huna daan, kalas og bugo man!"
"[0, 0, 0, 1]", kinahanglan nimo ang tunga sa yuta para sa imong tanom
"[1, 0, 0, 0]", Ang iyang mga bisita mga bago napud ug salakyan tungod kay mga agas og palad sila
"[0, 0, 0, 1]",Nakita nako ang usa ka kahon nga tinagoan sa mga butang nga daan sa attic
"[1, 0, 0, 0]"," Ang anak sa bunyag nako maayo kaayo mo-awit, lagmit magperform siya sa party"
"[0, 1, 0, 0]"," Hala, ayaw na lang pagdala sa mga drama, kay kung wala kay lingaw sa kinabuhi, dakpa imong utot!"
"[0, 1, 0, 0]"," Kung magtudlo lang ka nga wa kay ikasulti, kung wala kay lingaw, dakpa imong utot!"
"[0, 0, 0, 1]",Ang mga pabuto sa fiesta naghatag og daghang kalipay sa mga tawo sa baryo
"[0, 0, 0, 1]"," Sa fiesta, ang bibingka usa sa mga pamahaw nga wala gyud mawalik"
"[0, 0, 1, 0]", Kinsa pa ang ganahan mu-storya bahin sa ilang tinagoan?
"[0, 1, 0, 0]"," Bugog mama man ka, pero palangga ka namo gihapon."
"[0, 0, 0, 1]", Ang mga isda na gibuhi sa aquarium nagkinahanglan og husto nga pag-atiman
"[1, 0, 0, 0]", Mag-antos gyud ko tungod kay nahimo kong anak sa sala
"[0, 0, 1, 0]"," Hilig kaayo sila sa hilawas, pero ako mas gusto ang cuddling"
"[1, 0, 0, 0]"," Dili na siya magpaka bagag lips, kinahanglan siyang magpakabana sa iyang mga aksyon"
"[1, 0, 0, 0]"," Ang akong silingan agas og palad, bisan wala siya'y trabaho, daghan gihapon siya'g mga bag-ong sinina"
"[0, 0, 1, 0]", Ang rampa sa parke nakahatag namo og dugang nga inspirasyon
"[1, 0, 0, 0]", Siguraduhon nato nga mag bantay pari ta sa atong negosyo aron mapugngan ang mga kapakyasan.
"[0, 0, 1, 0]", Sakit pero tinuod nga ang uban nagpaabang aron makakaon
"[0, 0, 1, 0]"," Kung magbuhat ka ug joke, ayaw kalimti ang pagbubulabod."
"[1, 0, 0, 0]"," Ang mga bata sigurado nga balhiboon og kamot, ayaw lang ipahawa ang imong snacks"
"[0, 0, 0, 1]",Gibutang nako ang mga linukot nga diskarte sa akong notebook para sa sunod nga klase
"[0, 1, 0, 0]","Dili ko makaambit sa sekreto para bibo, pasensya na!"
"[1, 0, 0, 0]"," Sa Fashion Week, daghan kaayo og mga bag-ong haon nga mga sinina ang gipakita sa mga designer."
"[1, 0, 0, 0]","Sama sa akong amigo, baga ug nawong kaayo siya kay naglakat-lakat siya nga walay pagmahay bisan sa iyang mga sayop"
"[0, 0, 1, 0]"," Grabe na kaayo ang kabuang sa uban, bilatnanay na ang tanang sitwasyon"
"[0, 0, 1, 0]", Ang bilatnanay sa kalibutan kay usa ka simbolo sa kinabuhi ug pagmabination
"[0, 1, 0, 0]","Ayawg kasuko, pero aykog labda"
"[0, 0, 1, 0]"," Sila naghilawas na, pero kita kay mag-date pa"
"[0, 0, 1, 0]", Ang sabong sa mga bulak puno sa kahulugan ug simbolo
"[0, 1, 0, 0]"," Sa tinuud, ang putig itlog nalumos tagaliog mga taw nga maayo, sulti lang"
"[1, 0, 0, 0]","Grabe ka basag baba si Marco sa mga meeting, di gyud siya muhunong"
"[1, 0, 0, 0]"," Sa party, tanan migo nako basag baba, nagpasaguli sa mga sugilanon"
"[1, 0, 0, 0]","Ayaw adto og gubat kon wala kay bala, sigurado nga mangandam sa tanan"
"[0, 0, 0, 1]", Ibutang ang libro sa tunga sa lamesa
"[0, 1, 0, 0]","Ayaw pagbuot, tagsa-tagsa tag lubot, kung unsay akong gusto buhaton"
"[0, 0, 1, 0]"," Sugod sa pagkabata, nagdamgo na siya nga mahimong espasa sa iyang lugar."
"[0, 0, 1, 0]"," Naay mga events sa kagabhion, perfect kaayo ang rampa"
"[0, 0, 0, 1]"," Sa sunod nga fashion show, maghimo sila og mas taas nga rampa para sa mga modelo."
"[0, 0, 0, 1]"," Ang pagkaon sa lamesa kay ataka na kaayo, dili na ko ganahan mo kaon"
"[1, 0, 0, 0]"," Kung magnegosyo ka, ayaw adto og gubat kon wala kay bala, kinahanglan mag-research ka sa market"
"[0, 0, 1, 0]", Karon na lang ta mag-historya about sa taga later
"[0, 0, 1, 0]"," Sige lang, pamati lang sa inyong kaugalingon, murag nag-pabuto ka na"
"[0, 0, 0, 1]", Ang mga lab-as nga libro sa libraryo mohatag og daghang kahibulongan
"[0, 0, 1, 0]"," Karon, nahibalo na akong wala na ang akong paboritong TV show."
"[1, 0, 0, 0]"," Kaniadto, nagdahum ra ko nga ang akong unang kahimtang hapit na, pero niabot ra ang panahon nga buak ang pakwan"
"[0, 0, 0, 1]", Kailangan nato ang mga manggihatagon nga mga tawo aron matabangan ang mga biktima sa kalamidad
"[1, 0, 0, 0]", Nag-antos siya tungod kay siya usa ka awasan og palad sa mga butang
"[1, 0, 0, 0]",Dili na man ko mosugot nga magtrabaho kauban ana nga baliko'g utok
"[0, 0, 1, 0]"," Bisan pa sa iyang pagka-anak sa hulaw, nagdala siya og dako nga kalipay"
"[0, 1, 0, 0]", Dili ko magtambag kay ang demalas naa sa menteryo
"[0, 0, 1, 0]"," Bisan unsaon nimo ug pugos, ang kinatawo sa tawo magpabilin"
"[0, 0, 0, 1]", Dako kaayo ang kargada sa materyales nga gikinahanglan para sa proyekto
"[0, 0, 1, 0]"," Hala, suwayi nga makakita sa ilang mga tinagoan sa squad"
"[0, 0, 0, 1]"," Sad to say, wala koy interes sa tanang mga butang karon"
"[1, 0, 0, 0]", Kasagaran magdamgo ko bahin sa bibingkang liki kung kabuntag
"[1, 0, 0, 0]","Wala ko kabalo kung unsa siya, kay babayeng ikogan man siya"
"[0, 0, 1, 0]", Mag-rampa mi sa talamban ug magkuha og pictures
"[0, 0, 0, 1]"," Si Maria usa ka mahatagon nga tawo, pirme siyang nagtabang sa iyang mga silingan"
"[0, 0, 1, 0]", Nag-apil siya sa seminar mahitungod sa pag-atiman sa iyang pagkalalaki
"[0, 0, 0, 1]", Mas maayo ang bibingka kung init pa ug puno sa gata
"[1, 0, 0, 0]","Nagkita mi ug nagstorya, abot na sa dalunggan ang akong ngisi"
"[0, 1, 0, 0]"," Paminaw, bro, kung wala kay lingaw sa kinabuhi, dakpa imong utot, kay medyo annoying na!"
"[0, 0, 0, 1]"," Kanang grupo nga akong ginasupportahan, taga Negros sila ug maayo kaayo mo-ubra"
"[0, 1, 0, 0]"," Sa sunod nga party, ayaw na lang na siya dalha kay murag burikat sa Pasil"
"[0, 1, 0, 0]"," Sila ra ang nagtuo sa malas, pero para nako, ang malas naa sa menteryo"
"[0, 1, 0, 0]"," Ngano man magdanghag pa, sekreto para bibo jud!"
"[0, 0, 0, 1]", Naa koy gibuhi nga bulak sa akong kwarto nga naghatag og maayong vibes
"[0, 0, 0, 1]", Ang bulak nga gipili sa iyang bouquet kay ugis puti nga sama sa balahibo sa manok
"[1, 0, 0, 0]"," Dili maayo ang mag awas og palad, kay basig mawad-an ka sa tanan"
"[0, 1, 0, 0]","Nindot kaayo na imong haircut, nadakpan na!"
"[0, 1, 0, 0]", Kay ikaw ra jud ang nagpuno sa akong panginahanglan sa imong heart
"[0, 0, 0, 1]", Usa sa akong paborito nga lingaw-lingaw mao ang pag-taga sa dagat uban sa akong mga amigo.
"[0, 0, 0, 1]", Ipadala nako sa imo ang larawan sa isdaa nga akong nakuha gikan sa dagat.
"[0, 1, 0, 0]","Pagsayo, nagkitkit langaw ko sa imong nawong para makakita ka"
"[1, 0, 0, 0]",Nakaagi ko sa bangag sa dagom aron makab-ot ang akong mga pangandoy
"[0, 1, 0, 0]","Ayaw na paghilak kay kang kinsa man na imong sala, ikaw ra jud ang nakaingon ana"
