annotate,post,language
"[1, 1, 1, 1]",grabeeeeee pag gising na pag gising dumadagundong yung migraine ko di pa nga okay yung ubo,__label__ceb_Latn
"[1, 1, 1, 1]",di ako nilulubayan ng ubo ha,__label__war_Latn
"[1, 1, 1, 0]",pahawa sipon ug ubo,__label__ceb_Latn
"[1, 1, 1, 0]","samoka ubo ug sip on, makaluya",__label__ceb_Latn
"[1, 1, 0, 0]",nimal na sip.on ug ubo,__label__ceb_Latn
"[1, 1, 1, 1]",uso ang ubo ugh kaasar,__label__ceb_Latn
"[1, 1, 1, 1]",ubo lang to,__label__ceb_Latn
"[1, 1, 1, 0]",pwede mag wfh ug mga 3 months? papahuwayon usa ning mga lawas nato aning sege balik2 nga ubo. grabi,__label__ceb_Latn
"[0, 0, 0, 0]",masakit pala sa dibdib.. ang pagod.. kdlex for barrio fiesta london,__label__ceb_Latn
"[0, 1, 1, 1]","masakit na ang dibdib sa ubo, ginanon pa",__label__ceb_Latn
"[0, 0, 0, 0]",i badly need a relax day huhu nahihirapan ako huminga raynow,__label__war_Latn
"[0, 0, 0, 1]",namamayat daw ako haha,__label__war_Latn
"[0, 0, 0, 1]",gagi pumapayat daw ako,__label__war_Latn
"[0, 0, 0, 1]",pota areng sinat na are ayaw mawala wala lintek,__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina nako sa prac pra mamaya,__label__ceb_Latn
"[0, 0, 0, 0]",lord pagod na ko,__label__war_Latn
"[0, 0, 0, 1]",pagod na agad,__label__war_Latn
"[0, 0, 0, 0]","pagod nako maging maangas, gusto ko nalang mag pa baby",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod nako,__label__ceb_Latn
"[0, 0, 0, 0]",monday palang pagod na,__label__ceb_Latn
"[0, 0, 0, 0]",monday palang pagod na,__label__ceb_Latn
"[0, 0, 0, 0]",good morning pagod na agad ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na ako,__label__war_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]",atayatayon ug tamas tamasan sama ra ba ang kahulongan ning duha? mahimo ba sad ninyong hubaron kining mga tagalobot nga expressions? malabo malabo na yan gigil sa akong pagkahibawo kini nga pulong kay tagalobot di suboanon,__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]","mga bahig sa lang daotang panghitabo sa pagkaanaa bahig 0 bungtoanong lantag regional scale, pagpagubot ugkun pagkabungkag sa katilingban 1 nga bahig bitolagnong lantag planetary scale, pagpayagaw sa katilingban ika 2ng bahig bitolagnong lantag, pagkabungkag sa mga buhilaman ika 3ng bahig bitolagnong lantag, pagkahanaw sa usa ka kaliwat ang kinalabwang kaliwat lamang 1 nga pinig tinuyo ika 2ng pinig pagbuot sa kinaiyahan ika 4 nga bahig bitolagnong lantag, pagkahanaw sa ubayubayng kaliwat ika 5 nga bahig bitolagnong lantag, pagkahanaw sa tanang mayukmokong mollecular kaliwat. ika 6 nga bahig bitolagnong lantag, hingpit nga pagkahanaw 1 nga ekis nga bahig bitolagnong lantag, sumpoknong nga pagkahanaw physical annihialation ika 2ng ekis nga bahig bitoonong lantag stellar scale, sumpoknong pagkahanaw ika 3ng ekis nga bahig kapunawanong lantag galactic scale, sumpoknong pagkahanaw ika 4 nga ekis nga bahig malukpanong lantag maagin ang tibuok lukopngatanan universal scale, sumpoknong pagkahanaw ika 5 nga ekis nga bahig lantag sa lukpanong palungpong multiversal scale maangin ang daghang lukopngatanan, sumpoknong pagkahanaw z nga bahig lantag sa tanang lukpanong pulongpong omniversal scale maangin ang tibuok lukopngatanan, sumpoknong kun mitnaong pagkahanaw metaphysical annihialation",__label__ceb_Latn
"[0, 0, 0, 0]",atayatayon ug tamas tamasan sama ra ba ang kahulongan ning duha? mahimo ba sad ninyong hubaron kining mga tagalobot nga expressions? malabo malabo na yan gigil sa akong pagkahibawo kini nga pulong kay tagalobot di suboanon,__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[1, 0, 0, 0]",Hiyang ba sa GAMOT sa UBOT SIPON ang anak ninyo?,__label__ceb_Latn
"[0, 0, 0, 0]",nako nag ka dugo,__label__ceb_Latn
"[0, 0, 0, 0]",ko sa pag paningkamot dle pareha nmu nag niwang sa cgeg panghilabot,__label__ceb_Latn
"[0, 0, 0, 0]","lagi ka?lisud sab ikaw kaha mag cege kugos saq lab2x,diba kaha ka moniwang",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na pagod na me.,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]","pagod na ako but i remember wala pasok sa friday, naging 50 nalang pagod ko.",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na,__label__war_Latn
"[1, 1, 1, 1]",may ubo ata haha nasa story niya paos pa daw,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na akk,__label__war_Latn
"[0, 0, 0, 0]",pagod na oy,__label__war_Latn
"[0, 0, 0, 0]",pagod na eh,__label__war_Latn
"[0, 0, 0, 0]",alam niyo hayop i js wanna rest!!!! pagod n pagod na aq feb palang,__label__war_Latn
"[1, 1, 0, 0]",grabe ang ubot sipon huhu,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",girl na pagod sa capitalism,__label__ceb_Latn
"[0, 0, 0, 0]",tuesday palang pagod na pagod naaa,__label__ceb_Latn
"[1, 1, 1, 0]",palabi man sa ice cream mura mag way ubo.,__label__ceb_Latn
"[1, 1, 1, 0]","hatdi kog makaon, ako ra usa, lipong, kahilantanun, ubo sip on, bug at ang lawas.. kamatay",__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina ako jeon wonwoo!!!,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na ko. tuesday pa lang.,__label__ceb_Latn
"[0, 0, 0, 0]",lalambot na ako sa pagod,__label__ceb_Latn
"[0, 0, 0, 0]",pagod nako mabuhay jusko,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako so much,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod,__label__war_Latn
"[0, 0, 0, 0]","jelly sorry na, ano na. ayaw mo na ba? pagod ka na, jelly?",__label__war_Latn
"[0, 0, 0, 0]",i am okay. pagod lang sa adult life p.s. hayp na yan san ka nagmana?,__label__ceb_Latn
"[1, 1, 1, 0]","atay ning ubo, ayha pa mo tukar nag sakay kog jeep yw",__label__ceb_Latn
"[1, 1, 1, 0]",kanus a mani mawala akong ubo ug sip on uy,__label__ceb_Latn
"[1, 1, 1, 1]",masakit ang likod tapos may ubo pa.,__label__ceb_Latn
"[1, 1, 1, 0]",nganu gi ubo mn ko uy,__label__war_Latn
"[0, 0, 0, 1]",di gani ni mawala akong ubo ako nalay mawala ani sigeha,__label__ceb_Latn
"[1, 1, 1, 0]",nitukar lage akong ubo buset,__label__ceb_Latn
