annotate,post
"[1, 0, 0, 0]",bata pata sauna idagan ra ang hilanat karon nga tigulang na di na kaya lubog na diritso
"[0, 0, 0, 0]",gikapoy nako nga nag hunahuna pa lang sa 2 weeks na way sunday break kay makeup classes plus way undang study kay quizzes plus exams hay tabang
"[1, 1, 1, 0]",atay nga ubo mu tukar jud ug mo skwela ta
"[0, 0, 0, 0]",naluya pagka realize
"[1, 1, 1, 1]",soft spoken pero sakit pd lges dughan ang mga words??
"[0, 0, 0, 0]","gusto ko mag celebrate sa kalipay kay engaged na akoa friend, pero sakit kaayo sa dughan makita ang mga post about landslide sa masara"
"[0, 0, 0, 0]",grabe. pati ako naluya og apil
"[1, 0, 0, 0]",skwela raba ugma basin makatakod tas atong hilanat haruuuy
"[0, 0, 0, 0]",shet gikapoy nako study kadaghan sakit
"[1, 1, 1, 0]","gipang lagnat naman ang all uy, sa tanang uso mao pa na akong masabayan jusq."
"[0, 0, 0, 0]",grabe inoma isa ka adlaw man nagluya
"[1, 1, 1, 0]","samoka ubo ug sip on, makaluya"
"[1, 1, 0, 0]",haha asthma hilanat pero skwela gihapon
"[1, 1, 1, 0]","ang ubo ni zoey ug sipon ni liam, sa akoa na nipadulong. huhu"
"[0, 0, 0, 0]","natagbaw jud ko diri. naluya ko sa 5 rounds, 3sum, 4sum, 1n1 and many more. i gave them a good show!! . hapit pa ko pauyab sa isa ka hamison ug lawas kay naka 3 pas me ka duha nagawsan lami ug limpyu daw ko mo bj. atay magcge nag chika chika nako pagkahuman."
"[1, 1, 0, 0]",tukar nsd atong hilanat ani ky di mn mo kaon
"[1, 1, 0, 0]","mayta maayo nako, ga sige rjud balik2 akoa hilanat and tag 39 jud alwaysss"
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga"
"[0, 0, 0, 0]",pagod na ako
"[0, 0, 1, 1]",naluya nako sa studyhan juskooooo
"[1, 1, 1, 1]",gikapoy nako para ugma
"[0, 0, 0, 0]","ani diay ang ma feel kung sobra nimo ka palangga ang isa ka tao, sakit kaayo sa pa na paspas ra kaayo ang tanan naa pa ang oras, why ani d nako kaya pota karon rako ka try og hilak na pinaka lala, tanan kasakit karon ragyud nabuhos, please sakit gyud sya sa dughan."
"[0, 0, 0, 0]",gikapoy na kog pangitag work pa abroad. pwede kamo nasad mangita nako? haha!
"[0, 0, 0, 0]",gikapoy nakog skwelaaaa
"[1, 1, 1, 0]",ubo nga gipugngan.jk
"[0, 0, 0, 0]","ang daming masakit saakin like masakit ulo ko, masakit likod ko, masakit ilong ko, masakit mata ko, masakit throat ko, masakit dibdib ko, masakit puson ko"
"[0, 0, 0, 1]","gaduda gid kuya kay pila na ka weeks nga du ka okay lang tanan, sadya lang, good time lang gakatabo saakon hahaha. lain gali ang balos potanginaaaaa, sakit sakit lo, sakit sakit gid ya. du ma lupok ang dughan ko lolo. halin sang una ikaw gid ya gaapin saakon."
"[0, 0, 0, 0]",gikapoy nakog inantos kabalo ko nga walay griw kung walay pag antos pero grabi na
"[1, 0, 0, 0]","grabe akong gaba, gaawas kay wala pa nahuman diay. niapas pa akong hilanat"
"[1, 1, 0, 0]",grabehag transition sako gipamati ron oi. hyper sakit ulo hilanat
"[1, 0, 0, 0]",naunsa nman ni balik man hilanat
"[1, 1, 0, 0]",haha asthma hilanat pero skwela gihapon
"[1, 1, 0, 0]",may lagnat parin kamo hj
"[0, 0, 0, 0]",pagod nako.
"[0, 0, 0, 0]",pagod na ako huhu tt
"[1, 1, 0, 0]","almost 7am nami nauli ganiha gikan seawall nag inum and now gi hilantan ko wahahaha, tagam dza"
"[0, 0, 0, 0]",pagod na pagod ako aa
"[1, 1, 1, 1]","alikabok, sore throat, lagnat, dehydration, sakit sa katawan"
"[0, 0, 0, 0]",gikapoy na gud kog balance sa akong renal diet ba
"[0, 0, 0, 0]",stop ang pag scroll sa fb early morning kay sakit sa dughan huhu
"[1, 1, 1, 1]",nganong ka wrong timing ning hilanat! bisag naa koy lakwon!!!!
"[1, 1, 1, 1]",may lagnat na nga ginanon pa
"[0, 0, 0, 0]","maayo jud ang ginoo no. since ga crisis gihapon ko bisan naa nako sa akong field wc is music, as a conductor nga gikapoy na ug tudlog choir, gitagaan ko niyag lahi sidelinework nga ma enjoy nako. wa pud ko nangayo niya. salamat sa skills, lord. imo ni tanan!"
"[0, 0, 0, 0]",gikapoy
"[1, 1, 1, 0]",kakapoy ba aning nay sip on tas ubo ga balon tag tissue permi
"[0, 0, 0, 0]",i swear gikapoy na ni sila pau sa akoang daily morninf rants ab being late
"[1, 1, 0, 0]",tungod ni sa ubo ako hilanat
"[1, 0, 0, 0]",dakpan napud sa hilanat
"[1, 1, 0, 0]",i sear nag ovehink pa gyapon ko until now kay xander and i believed na naa ay isa but 3 ra gyud and what if she stopped giving bih na kay amo gipakaon huhuuuu wala nagluya ang boang active ra kaayo huhuuu niweys unta mugawas ang dachsh breeed
"[1, 1, 0, 0]",hilanat lang sa ang disney princess
"[0, 1, 1, 1]",huhu masakiton ra kaayo ko nice unta kaayo among laag but nagluya ang ferson ltlt
"[1, 0, 0, 0]",hilanat man guro ni
"[1, 1, 1, 1]",gikapoy naman kos tanan.
"[1, 1, 1, 1]",putangina gimingaw ang hilanat nako ni balik
"[1, 0, 0, 0]",i swear gikapoy na ni sila pau sa akoang daily morninf rants ab being late
"[0, 0, 1, 1]",gikapoy sa trekking hahaha
"[0, 0, 0, 0]",deac kay gikapoy nako sakong fb
"[0, 0, 0, 0]",monday pa gani gikapoy nako. karats tutunlan ni mag discuss oy.
"[1, 1, 0, 0]",boboy mailhan jud nako nga nagluya ka tungod ni taylor swift. hahhahaahahahahahah yawa alangan nag check out nakog jbl nga speaker kay tuo nakog mu release na syag reptv! ang ending bag ong album!!!! ambot wa ko nalipay!!!
"[1, 1, 0, 0]",nimal na sip.on ug ubo
"[1, 1, 1, 1]",masakit ang likod tapos may ubo pa.
"[1, 1, 1, 1]",murag gi hilantan si rupaul sa bs the world nga premier hahaha
"[0, 0, 0, 0]",gikapoy nako daan para ugma
"[1, 1, 1, 1]",ang sakit nga na feel nako para sa akong daddy di ma kaya murag gikumot akong dughan
"[0, 0, 0, 0]",i sear nag ovehink pa gyapon ko until now kay xander and i believed na naa ay isa but 3 ra gyud and what if she stopped giving bih na kay amo gipakaon huhuuuu wala nagluya ang boang active ra kaayo huhuuu niweys unta mugawas ang dachsh breeed
"[0, 0, 0, 0]","was looking forward sa sweldo, pero naluya ug samot kay pei rajud gamaya wa man lang kaabot sa target na pang budget unsaon naman lang ni uy piskot"
"[0, 0, 0, 0]",condition man kaayo nag gym ganina naluya man
"[1, 1, 1, 1]",dugang2 sad ni akong hilanat uyyyy naa paning ubo ug sipon hahays
"[1, 1, 1, 1]",tangina lagnat ang inabot huhuhu
"[0, 0, 0, 0]",gikapoy nakog tuon aning 1987 constitution
"[0, 0, 0, 0]",ay buhat kog thread kay gikapoy nakog tutok sa computer
"[0, 0, 0, 0]",pag amping na lang mo guys kay gikapoy nakog tuon
"[1, 1, 1, 1]",ywa oie gus2 bya q moduty ugma ay balag kapoiii gt plsss hilanat dun k sa far away ywa
"[0, 0, 0, 0]",tanay way manulod ron gikapoy kog skwela
"[1, 1, 1, 1]",naunsa nman ni balik man hilanat
"[0, 0, 0, 0]",nagbalik naman ning ubo nako oi! bulsyet!
"[1, 1, 1, 1]",naa nasab ning akong gibati na gikapoy ko sa tanan
"[0, 0, 0, 0]","kong unsa man gani mahitabo, mao nana oy. gikapoy nako magexpect. gikapoy nako magmanifest. dawaton naho bahalag unsay mahitabo. gikapoy nakooo!"
"[0, 0, 0, 0]",nagluya man ko oy
"[0, 0, 0, 0]",gikapoy nako nga nag hunahuna pa lang sa 2 weeks na way sunday break kay makeup classes plus way undang study kay quizzes plus exams hay tabang
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga"
"[0, 0, 0, 1]","gaduda gid kuya kay pila na ka weeks nga du ka okay lang tanan, sadya lang, good time lang gakatabo saakon hahaha. lain gali ang balos potanginaaaaa, sakit sakit lo, sakit sakit gid ya. du ma lupok ang dughan ko lolo. halin sang una ikaw gid ya gaapin saakon."
"[1, 1, 1, 1]",nagbalik naman ning ubo nako oi! bulsyet!
"[0, 0, 0, 0]",grabe sakit kaayo sa dughan makita ang mga tao sa carmen naa na sa gawas sa kalsada naglapag og tent tapos walay mga suga
"[1, 0, 0, 0]",sige naman lang kog hilanat ani oy
"[0, 0, 0, 0]",ang sakit nga na feel nako para sa akong daddy di ma kaya murag gikumot akong dughan
"[1, 1, 0, 0]",dagat ra jud makapauli sa lawas nga nagluya. bisag makita lang ang blue na dagat ug tingog sa hampak sa balod. salamat sa sunshine lord.
"[0, 0, 0, 0]","pagod na ako wonu, pero cge"
"[1, 0, 1, 0]",wala nako kasabot skoang gi bati run kamatyanon or gi hilantan lang
"[1, 1, 1, 1]",nanghihina ako dzai
"[0, 0, 0, 0]",pisti gikapoy nakog skwela
"[0, 1, 1, 1]",nagluya kape og matcha ra man diay sulod sakong tiyan karong adlawa
"[0, 0, 0, 0]",gikapoy nakog suwat
"[0, 0, 0, 0]","natagbaw jud ko diri. naluya ko sa 5 rounds, 3sum, 4sum, 1n1 and many more. i gave them a good show!! . hapit pa ko pauyab sa isa ka hamison ug lawas kay naka 3 pas me ka duha nagawsan lami ug limpyu daw ko mo bj. atay magcge nag chika chika nako pagkahuman."
"[1, 1, 1, 1]",ywa alas 3 na di ko katuloggg tungod sa akong ubo
"[0, 0, 0, 0]","lami man gyud ipahuway na, gikapoy ra gyud kos tanan."
"[1, 0, 0, 0]",putangina gimingaw ang hilanat nako ni balik
"[0, 0, 0, 0]",ana sila sta your day early daw para mas lami ang imong routine nganong ako alas otso pa lang gikapoy na? hahahahahahahah
"[0, 0, 0, 0]",pagod na gar.
"[0, 0, 0, 0]",gikapoy naku mag bayut hap
"[0, 0, 0, 0]",mao gurong gikapoy akong tbuok kalag kay akng gpanglabhan halos tanan sinina nako nya wako ga washing kay samot ko katapul sigeg huwat
"[0, 0, 0, 0]",sino itech wa nidula pero gikapoy grabe ka naman tih
"[1, 1, 1, 0]",daw taga gab e nalang ko gina barokoy ka ubo ba
"[1, 1, 1, 1]",ywa alas 3 na di ko katuloggg tungod sa akong ubo
"[0, 0, 0, 0]",ambot oy. gikapoy pako mamaligya ug uyap balik huhuh hahahahahaha
"[0, 0, 0, 0]",boboy mailhan jud nako nga nagluya ka tungod ni taylor swift. hahhahaahahahahahah yawa alangan nag check out nakog jbl nga speaker kay tuo nakog mu release na syag reptv! ang ending bag ong album!!!! ambot wa ko nalipay!!!
"[1, 1, 1, 0]","atay ning ubo, ayha pa mo tukar nag sakay kog jeep yw"
"[1, 1, 0, 0]",naluya pagka realize
"[0, 0, 0, 0]",gikapoy nako sige hunahuna niya
"[1, 1, 0, 0]","good morning be, wala nako lagnat"
"[1, 1, 1, 1]",inabot nang lagnat basag
"[1, 1, 1, 1]",hilanat jud padulngan ani ba
"[1, 1, 1, 0]",basta mangatching jud ko na tuloy2 tas ika pila jud sa isa ka adlaw or adlaw2 na sign najud na sya na magka ubo ko ug mao na ni ron haha
"[1, 1, 0, 0]",naluya ang fersonnn
"[1, 1, 1, 0]","hatdi kog makaon, ako ra usa, lipong, kahilantanun, ubo sip on, bug at ang lawas.. kamatay"
"[1, 1, 0, 0]",absent ako ayaw mawala lagnat ko kahapon pa to
"[0, 0, 0, 0]",pagod na pagod na akk
"[1, 1, 1, 1]",sakit sa dughan nga makita nako ang asawa saakong cousin ganiha nga gahilaka
"[1, 1, 1, 1]","wew, abi kog hilanat ra, admit man sad tag pinakalit ani"
"[0, 0, 0, 1]",wa naman ni na mao akong hilanat uy
"[1, 1, 1, 1]",hello jwu huhu nagkaron pa ng lagnat bwiset ka universe
"[1, 1, 1, 1]",nabungol najud kos ka mingaw sa among lugar. maka hilanat ng kamingaw gais
"[1, 1, 1, 1]",pawala na hilanat daghan pko buhatonon
"[1, 1, 1, 1]","hello, its me again! kahuot na ka halang sa dughan oy. sakit kaayooo huhu who would have thought na ang lalaki na imong comfo maoy ga cause ani"
"[1, 1, 1, 0]",kanus a mani mawala akong ubo ug sip on uy
"[0, 0, 0, 0]",nako nag ka dugo
"[0, 0, 0, 0]",pagod na
"[1, 1, 0, 0]",ataya ani nga hilanat oy
"[1, 1, 0, 0]","wa pako naulian geatay, naa pa akong sorethroat ug head ache upat na kaadlaw. hilanat ray na wagtang"
"[0, 0, 0, 0]",wala pa nagsugod duty gikapoy nako
"[1, 1, 0, 0]","ako, paos. ubo and sipon. combo na. pero woh it.."
"[1, 1, 1, 0]",pwede mag wfh ug mga 3 months? papahuwayon usa ning mga lawas nato aning sege balik2 nga ubo. grabi
"[1, 1, 1, 1]",lumbayan moko lagnat ka tanginaaca
"[1, 1, 1, 0]",hayssss gikapoy na lagi kog organize2 ug events uuyy. pwd lahi nasad nga ferzooon??? i wanna enjoy an audience life
"[1, 1, 0, 0]","clav souvenir sipon, ubo ug hilanat"
"[1, 0, 1, 0]",naunsa nman ni balik man hilanat
"[0, 0, 0, 0]",wapa nag lunes pero gikapoy nako
"[1, 1, 1, 1]",may sinat na nga
"[0, 0, 0, 0]","was looking forward sa sweldo, pero naluya ug samot kay pei rajud gamaya wa man lang kaabot sa target na pang budget unsaon naman lang ni uy piskot"
"[0, 0, 0, 0]",mas gikapoy na nuon ko
"[0, 0, 0, 0]","hays gikapoy paman japon ko ron, di sa guro ko mang upload pictures"
"[1, 1, 0, 0]",sa imong hug gihapon mutahan og mawala ang sakit sa dughan pero unsaon ko man?
"[0, 0, 0, 0]",gikapoy nako
"[1, 1, 1, 1]",nabuyagan mn diay kian bantog ra taga gabii ra ga balik iya hilanat
"[0, 0, 0, 0]","hello, its me again! kahuot na ka halang sa dughan oy. sakit kaayooo huhu who would have thought na ang lalaki na imong comfo maoy ga cause ani"
"[0, 0, 0, 0]",dinakoooo lord gikapoy nako
"[1, 0, 0, 0]",pila na ni ka adlaw ang hilanat kag ubo i miss my voice
"[1, 1, 1, 0]",palabi man sa ice cream mura mag way ubo.
"[1, 1, 1, 1]",maulian akong hilanat if ma secure nako ang wonwoo semicolon
"[1, 1, 1, 0]",shet sa weather ba kha ni nohh huhu nadayun na jud sipon akoa padung nsd ni ubo
"[1, 1, 1, 1]",hilanat man guro ni
"[1, 1, 1, 0]",nga a subong pa ko gi lagnat? huhu okininam
"[0, 0, 0, 0]",gikapoy naku mag bayut hap
"[0, 0, 0, 0]",walay gana mo kaon wa pay tulog hyss
"[0, 0, 0, 0]",mas gikapoy na nuon ko
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto."
"[1, 1, 1, 0]",subong lang naumpawan lagnat ko tabang
"[1, 1, 1, 1]",may lagnat ang luis ko
"[1, 1, 1, 1]",uso ang ubo ugh kaasar
"[1, 1, 0, 0]","sauna once or twice a year ra magsakit, karun ga dungan ang mga sakit. paghuman sa hilanat, ma trigger ang allergies. mura mag g trippan akong immune system"
"[0, 0, 0, 0]",mas mohagu gyud ang pag eskwela ug but an ka. gikapoy nakog ingani
"[0, 0, 0, 1]",gikapoy naman ko ani uy
"[1, 0, 0, 0]",grabe akong hilanat. pahilot pa more. ning gawas ang sakit2
"[1, 1, 1, 0]","naa napod ning ubo nako na madala tanan suka, plema yawa naa pa jud tag bed"
"[1, 0, 0, 0]",wa nako ganahi aning sig balik balik nga hilanat
"[0, 0, 0, 0]",naluya ang princess rhea
"[0, 0, 0, 0]",diha ka naluya
"[1, 1, 1, 1]",bata pata sauna idagan ra ang hilanat karon nga tigulang na di na kaya lubog na diritso
"[0, 0, 0, 0]",pagod na pagod na me.
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto."
"[1, 1, 1, 1]","sakita nimos dughan oy, sakit kaayu ka higugmaon. i really dont know if you love me pa, early man ka mo greet nako sauna, what happened to you man? and never ga matter nako ang gift maskin lambing nalang nimo."
"[1, 1, 1, 1]",dinakoooo lord gikapoy nako
"[1, 1, 1, 1]",gi ibtan ngipon hilanat ubo mens
"[1, 1, 1, 0]",kakapoy ba aning nay sip on tas ubo ga balon tag tissue permi
"[0, 0, 0, 0]",gikapoy naman ko oy
"[0, 0, 0, 0]",atayatayon ug tamas tamasan sama ra ba ang kahulongan ning duha? mahimo ba sad ninyong hubaron kining mga tagalobot nga expressions? malabo malabo na yan gigil sa akong pagkahibawo kini nga pulong kay tagalobot di suboanon
"[0, 0, 0, 0]",ay buhat kog thread kay gikapoy nakog tutok sa computer
"[1, 0, 0, 0]",tambal sa hilanat ug subaw
"[1, 0, 0, 0]",taray inabot sa ubot sipon
"[1, 1, 1, 1]","wew, abi kog hilanat ra, admit man sad tag pinakalit ani"
"[1, 1, 1, 1]",sakit kaayu sa dughan paminawn ang mga bata nga gahulat sa ilang mga ginikanan
"[0, 0, 0, 0]",ang cuteeeee please lang nanghihina ako pakurot nga
"[0, 0, 0, 0]",gikapoy nako para ugma
"[0, 0, 0, 0]","dili lang kamo ang naay problema plzz consider me as a human being, consider me as a student pud, consider me as a kid pud palihog, sakit na kaayo akong dughan sig huna huna sainyong problems, inyong problems akoy mag atiman"
"[1, 0, 0, 0]",okay na akoang hilanat pero akoang labad sa ulo kay nagpabilin
"[0, 0, 0, 0]",pagod na pagod na sha
"[1, 1, 1, 1]",kamao sad mu timing akoa hilanat ug sip on kay gi timing walay klase pero di jud nako keri hilantanon nga wala ako mama
"[1, 1, 1, 0]",gi ibtan ngipon hilanat ubo mens
"[0, 0, 0, 0]",gikapoy sa road trip ganina haha
"[0, 0, 0, 0]",naluya sa ka init ganina
"[0, 0, 0, 0]",sakit sa dughan nga makita nako ang asawa saakong cousin ganiha nga gahilaka
"[1, 0, 0, 0]",nganong ka wrong timing ning hilanat! bisag naa koy lakwon!!!!
"[1, 1, 0, 0]",wala nako kasabot skoang gi bati run kamatyanon or gi hilantan lang
"[1, 1, 1, 1]",dugang2 sad ni akong hilanat uyyyy naa paning ubo ug sipon hahays
"[1, 1, 1, 1]",wa na jud ko kasabot gikapoy nako huhu
"[1, 1, 1, 1]",papa check up na nga haha hayop na ubo to
"[0, 0, 0, 0]",ambot oy ywa gikapoy nako sa 2d ug 3d bsht
"[1, 1, 1, 0]",palabi man sa ice cream mura mag way ubo.
"[0, 0, 0, 0]",condition man kaayo nag gym ganina naluya man
"[0, 0, 0, 1]",du sakit lgi ni siya gamay sa dughan poide nd lg anay kay mahibi n gd bla ko early oa hours kay nababatyagan ang early n 2log!
"[1, 1, 0, 0]",skwela raba ugma basin makatakod tas atong hilanat haruuuy
"[0, 0, 0, 0]",kaboring oy gikapoy nakog study. way oten dinha?
"[1, 1, 1, 1]",huota nas dughan oygikapoy nko lord
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga"
"[0, 0, 0, 0]",pagod nako mabuhay jusko
"[0, 0, 0, 0]",gikapoy na ko para ugma
"[0, 0, 0, 0]",wala pa nagsugod duty gikapoy nako
"[0, 0, 0, 0]",gikapoy nako.
"[1, 1, 1, 0]",utak mo may ubo.!! cgeg engun ang mga apologist d daw ka move on mga fan ni kath. kamo ray wa ka move on oy. hipusa na imu mga alipores oh. kalat2x. badlunga tawn na imu ka kulto.
"[1, 1, 1, 1]",naunsa nman ni balik man hilanat
"[1, 0, 0, 0]",hilanat gyud diay siya
"[0, 0, 0, 0]","naluya na ko, muhilak na ko"
"[0, 0, 0, 0]","lami man gyud ipahuway na, gikapoy ra gyud kos tanan."
"[0, 0, 0, 0]",gikapoy nakog meet jud niya
"[0, 0, 0, 0]",gikapoy naman ko oy
"[0, 0, 0, 0]",naluya nman ko oy wa nko kasabot sakung gibati
"[1, 1, 1, 1]",imbes magmayad ang ubo naglala pa hayst
"[0, 0, 0, 0]",hangak!!! grabe naluya ko nawadan kog kusog aning suits. sige pata ani?
"[0, 0, 0, 1]",matulog nga sakit ang dughan
"[1, 1, 1, 1]",lumbayan moko lagnat ka tanginaaca
"[1, 1, 1, 1]",di naman nuon mo biya ning hilanat sa atoa
"[0, 0, 0, 0]",naluya kos mga panghitabo gyud sa masara ay
"[1, 0, 0, 0]",sukia natog hilanat oy
"[0, 0, 0, 0]",pagod na
"[1, 1, 1, 1]",sukia natog hilanat oy
"[1, 1, 1, 1]","hilanat pay imo, imo pay hilanat"
"[1, 0, 0, 0]",hilanat pa nga
"[0, 0, 0, 0]",gikapoy uroy ug panglimpyo haha sayo kaayo nakatulog
"[1, 1, 1, 1]",lagnat ikw na ba ito?
"[0, 0, 0, 0]","huyy jusq 3am na natulog si sab sab,mura nakog zombie mas mabilar pako sa iyaha kaysa iyng manghud jusq,gipa sleep namn gud nko iyng papa ky gikapoy pod,nya si sab sab ky subraan ka langi sa iyng papa ambot nlng"
"[0, 0, 0, 0]",bay di nako musubaybay ug national finals sunod bi kay dungag2 rani sakit sa dughan. tulo na ka national final ang nakapapiskat nako.
